Winter1jan;Winter2jan;Winter3Jan;Winter4Jan;Winter5Dec;Winter6jan;Winter7jan;Winter8Dec;Winter9Dec;Winter10Dec;Summer1Jul;Summer2Jul;Summer3Jul;Summer4Jul;Summer5Ag;Summer6Jul;Summer7Jul;Summer8Jul;Summer9Jul;Summer10Ag
-430,333333333333;-592,2;-336,462029706667;-326,218864066667;-41;-1706,13333333333;-211,042606366667;-477,218864066667;-517,218864066667;-442,908424586667;-599,363265333333;-181,8237424;-78,1681315666667;-187,6;-170;-185,666666666667;-236,333333333333;-185,666666666667;-350,333333333333;-185,666666666667
-282;-491,466666666667;-96,55219738;-266,24175792;-41;-2085;-223,921023549333;-429,521762613333;-529,173590413333;-341,069943806667;-1509,66716113333;-222,4237424;-525,885530663333;-229,851079786667;-1252,26666666667;-283,666666666667;-144,333333333333;-169,666666666667;-144,333333333333;-144,333333333333
-225,533333333333;-271;-149,885530733333;-293;-41;-821,326530666667;-370,7921974;-880,429008933333;-1574,45485166667;-345,642606366667;-1443,835987;-360,090409066667;-654,552197373334;-418,490409066667;-3132,53333333333;-180,333333333333;-41;-231;-41;-142,333333333333
-182,034798266667;-200,160585973333;-147,218864066667;-359;-92,6666666666667;-1236,27891166667;-342,517399133333;-854,829008933333;-1600,26382593333;-407,709273033333;-1325,435987;-234,8237424;-405,885530733333;-224,157075733333;-1494,93333333333;-41;-41;-104,333333333333;-41;-218,333333333333
-461,493444833334;-366,1921974;-165,05769212;-184,333333333333;-386;-1345,98107086667;-689,6956522;-825,495675733333;-1486,72151833333;-657,109273053333;-923,094490534666;-210,8237424;-949,61886396;-220,309273033333;-278,235492906667;-41;-167,666666666667;-41;-53,6666666666667;-41
-537,709273033333;-348,5521974;-373,333333333333;-196;-171;-1278,76932033333;-798,276811633333;-776,962342266667;-1379,588185;-2333,64260660667;-138,357075719333;-211,090409066667;-1328,89450525333;-140,775939718;-723,44278988;-92,6666666666667;-244,666666666667;-92,6666666666667;-282,666666666667;-92,6666666666667
-218,3759397;-280,285530733333;-163,333333333333;-72,6666666666667;-41;-515,653674293333;-758,610144966667;-921,09567576;-779,178863986666;-493,736610473334;-275,490409066667;-351,370409066667;-1338,8487172;-90,799440746;-1318,30265366667;-234;-196;-196;-272;-196
-245,3759397;-447,218864066667;-81;-127,305995946667;-41;-174,490409058667;-677,810144966667;-753,342919013333;-271,045530733333;-351,413919306667;-364,557075733333;-421,837746453333;-1615,55219708;-253,75219738;-1397,16034606667;-272,333333333333;-82,3333333333333;-196,333333333333;-82,3333333333333;-82,3333333333333
-204,164035373333;-433,3681316;-81;-858,290408986667;-41;-60,82374237;-466,5434783;-979,386084666666;-280,264651773333;-365;-2669,55707536;-327,18441312;-2352,01886372;-396,885530733333;-2106,92151833333;-91,6666666666667;-41;-205,666666666667;-41;-231
-202,157075733333;-187,333333333333;-136,882494933333;-445,157075733333;-243,333333333333;-135,184413112;-513,876811633333;-942,252751333333;-295,333333333333;-471,666666666667;-796,62374232;-213,709273033333;-315,485530733333;-192,034798266667;-3605,2586878;-41;-66,3333333333333;-41;-41;-129,666666666667
-575,666666666667;-394,490409066667;-393,490409066667;-545,835646726667;-365,333333333333;-107,666666666667;-777,5434783;-910,700553933333;-317,333333333333;-386,866666666667;-305,788249493333;-132,3759397;-308,827838613333;-171;-921,47464632;-41;-231;-41;-142,333333333333;-41
-545,933333333333;-444,890409066667;-466,157075733333;-507,921023546667;-41;-153,070291106667;-1211,01014490667;-892,494756893333;-411,333333333333;-2150,9726624;-150,329496956;-132,3759397;-333,799440726667;-195,2;-748,61886396;-154,666666666667;-218;-154,666666666667;-332;-154,666666666667
-362;-396,96202042;-297,810409066667;-393,5521974;-41;-213,709273033333;-887,210144886667;-525,061422553333;-483,666666666667;-1828,55707557333;-170,8237424;-227,709273033333;-264,709273033333;-308,792327253333;-160,161171946667;-302;-175,333333333333;-188;-175,333333333333;-175,333333333333
-362;-582,709273033333;-244,8237424;-365,60327714;-41;-307,3759397;-970,210144746667;-597,81886404;-416,218864066667;-430,757075733333;-517,957075635333;-507,583143566667;-342,709273033333;-455,157075733333;-176,117746453333;-193;-41;-231;-41;-129,666666666667
-365,941247466667;-1837,93277412667;-264,656371833333;-1132,29535385333;-61,6666666666667;-241,709273033333;-1056,47681161333;-793,485530653334;-511,5521974;-463,490409066667;-214,490409066667;-567,210144966667;-340,3759397;-462,628687086667;-240,490409058667;-41;-41;-117;-41;-231
-457,690409066667;-2944,21886366667;-324,218864066667;-329,8237424;-373,333333333333;-330,677857906667;-3048,09074626667;-402,5521974;-327,485530733333;-441,490409066667;-100,8237424;-453,5434783;-349,6959397;-302,842606366667;-60,82374237;-41;-155;-41;-41;-41
-597,8237424;-2968,4620294;-592,218864066667;-416,23766168;-214,666666666667;-725,42087896;-606,485530706667;-436,125207266667;-290,799440726667;-980,423742293333;-145,8223346;-453,5434783;-212,891729313333;-213,3759397;-173,757075731333;-61,6666666666667;-226,333333333333;-61,6666666666667;-251,666666666667;-61,6666666666667
-294,157075733333;-2828,79883373333;-434,979776113334;-765,57593976;-41;-2328,13333333333;-402,5521974;-545,157075733333;-333,709273033333;-534,90983232;-208,5521974;-497,5434783;-191,333333333333;-96,5797761093333;-181,8237424;-221,333333333333;-196;-196;-284,666666666667;-196
-263,3411415;-1785,02374218667;-300,509273033333;-517,740446886667;-41;-1409,86666666667;-443,885530733333;-624,8237424;-527,042606366667;-586,31538424;-185,40327714;-573,076811633333;-476,6;-159,55219738;-197,517746453333;-303,333333333333;-113,333333333333;-214,666666666667;-113,333333333333;-113,333333333333
-1633,17593988;-455,8237424;-403,27245988;-558,5521974;-57;-1810,48058597333;-2372,58769037333;-1729,32722205333;-486,709273033333;-441,91694586;-213,709273033333;-1199,61014488667;-2285,607914;-1057,64377278667;-369,333333333333;-104,333333333333;-41;-218,333333333333;-41;-218,333333333333
-2449,17594;-388,890409066667;-392,75506078;-621,538864066667;-199,666666666667;-1648,01886385333;-4197,91388853333;-2497,77594;-557,1785406;-552,642606366667;-494,77593972;-404,00637838;-2056,52722187333;-1243,3104394;-957,063331526667;-41;-61,6666666666667;-41;-41;-153
-857,909273113333;-364,90983232;-582,3759397;-489,598332426667;-412,666666666667;-2089,35219710667;-3868,423742;-511,37593972;-2537,66361222667;-548,3759397;-2691,27246013333;-1919,0385286;-164,042606366667;-444,175939806;-2486,50927329333;-164,733333333333;-244,333333333333;-43,6666666666667;-129,666666666667;-54,3333333333333
-654,042606366667;-391,486331306667;-729,709273033333;-596,477075733333;-278,266666666667;-1094,01206118667;-1167,76898008667;-826,17593976;-1323,21886393333;-1046,50247052667;-1216,10927315333;-1446,57593984;-145,3759397;-255,642606366667;-445,7759397;-123,666666666667;-199,666666666667;-123,666666666667;-313,666666666667;-123,666666666667
-418,3759397;-265,8237424;-406,509273033333;-373,8237424;-923,870898333333;-2064,99993546667;-692,17593976;-459,909273033333;-1676,35219721333;-1659,52151833333;-560,642606366667;-571,042606366667;-268,442606366667;-488,309273033334;-338,042606366667;-315,333333333333;-196;-217,030354686667;-230,666666666667;-745,066666666667
-407,340446886667;-697,023742346667;-284,3759397;-424,490409066667;-405,3759397;-2107,12151833333;-2428,97593996;-593,042606366667;-1618,81886390667;-1764,9304926;-468,3759397;-493,7759397;-1468,03859644667;-2378,70927329333;-446,266107393333;-280;-177,133333333333;-364,642606366667;-190,67857108;-266,733333333333
-401,513109446667;-667,39187388;-308,147146646667;-483,157075733333;-405,3759397;-1816,32151833333;-2823,04260664667;-486,709273033334;-766,81886404;-1782,50265366667;-493,442606366667;-524,998833573333;-1569,90265366667;-1627,67246002;-297,872565886667;-142,333333333333;-322,733333333333;-298,042606366667;-632,35219732;-424
-502,042606366667;-334,1759397;-792,71391;-311,490409066667;-706,642606366667;-890,768117;-2429,64260666667;-409,1359397;-797,418864013334;-906,157075653333;-548,842606366667;-553,227578773333;-3278,988185;-529,85158096;-447,042606366667;-161;-447;-193,3759397;-216,5521974;-294,666666666667
-734,242606366667;-557,693444833334;-703,96202042;-396,788249493333;-498,556275086667;-382,8237424;-1820,04260666667;-404,532166906667;-528,28169432;-533,27245988;-508,3759397;-371,91391008;-5022,67662033333;-358,3759397;-357,3759397;-216,09424544;-952,133333333333;-208,96202042;-388,5521974;-361,573333333333
-490,3759397;-465,885530733333;-604,3759397;-414,507817413333;-395,301464933333;-321,941247466667;-951,3759398;-1081,60260642667;-793,909273113333;-645,7759397;-998,111288046666;-446,157075733333;-1628,24260652667;-317,9759397;-386,709273033333;-434,357075733333;-512,64175792;-323,23932928;-496,80494476;-1066,63219729333
-399,858193293333;-456,885530733333;-340,842606366667;-405,3759397;-656,933333333333;-383;-531,16898006;-857,909273073333;-1430,77594;-598,789273053334;-591,95070204;-415,125207266667;-455,709273033333;-521,842606366667;-564,709273033334;-667,157075733333;-397,556275086667;-384,5521974;-361,161171946667;-496,885530733333
-366,206959653333;-577,24175792;-284,3759397;-544,709273033334;-362;-441,161171946667;-544,442606366667;-1025,57593974;-1285,7759399;-1258,69593986;-407,28169432;-426,7759397;-441,442606366667;-614,3759397;-1310,92102364667;-449,8237424;-288,709273033333;-447,085530733333;-272,5521974;-628,4001115
-385,138278093333;-730,666666666667;-398,28169432;-544,709273033334;-486,376498986667;-696,7521974;-700,3759397;-557,842606366667;-534,442606366667;-638,042606366667;-521,007113573333;-736,642606386667;-607,598833573333;-585,7680256;-572,7680256;-401,16898006;-461,802606386667;-872,681694306666;-805,61886396;-563,5359397
-533,469943806667;-444,666666666667;-507,954212293333;-479,9759397;-731,8237424;-568,418864066667;-525,7759397;-548,3759397;-548,3759397;-535,3759397;-879,042606426666;-3048,04260666667;-649,042606366667;-747,762606426667;-1318,99603408;-401,434692266667;-1206,94927313333;-397,3759397;-429,218864066667;-2564,86550036
-1218,97593986;-1590,22757866667;-738,5521974;-552,309273033334;-453,490409066667;-523,5521974;-935,17593976;-548,3759397;-1612,77593986;-519,109273033333;-555,1759397;-1206,72260644667;-535,3759397;-535,3759397;-1661,78122526667;-400,5759397;-600,069943826667;-457,042606366667;-636,007113553333;-2924,49040866667
-1550,77594;-384,157075733333;-453,709273033333;-919,065953453333;-416,27245988;-508,827838613333;-935,17593976;-548,3759397;-535,3759397;-401,5521974;-630,709273033333;-746,6959397;-601,3759397;-415,502313393333;-1665,988185;-1161,50927309333;-553,28169432;-560,3759397;-570,939126546667;-2978,70927333333
-1152,07246006;-675,918247646667;-405,3759397;-411,8237424;-430,922606366667;-523,5521974;-535,3759397;-745,29593972;-606,042606366667;-504,548360986667;-535,3759397;-577,709273033334;-608,709273033333;-547,7759397;-1753,988185;-3123,04260666667;-446,709273033333;-1641,77593986;-533,970995013333;-1888,44260654667
-373,8237424;-907,642606426666;-308,5759397;-563,8237424;-493,6959397;-608,885530733333;-576,709273033334;-1114,84260642667;-1123,99564064667;-744,3759397;-535,3759397;-548,3759397;-535,3759397;-538,7680256;-812,831722093333;-2898,0655004;-394,8585406;-506,709273033334;-488,57593972;-563,109273033334
-435,580576746667;-280,434692266667;-696,102313453333;-392,2237424;-605,11694586;-700,018864066667;-689,607808166667;-535,3759397;-910,470700426666;-579,3759397;-580,171862013333;-522,042606366667;-576,709273033334;-575,921023546667;-1099,52869626667;-3301,02294186666;-462,490409066667;-395,128696373333;-1653,37594;-541,109273033334
-700,4237424;-417,218864066667;-657,8237424;-394,337411093333;-325,138278093333;-332,893444833333;-307,462830293333;-510,387690213334;-873,20550792;-535,3759397;-661,25435688;-527,042606366667;-624,842606366667;-640,628687086667;-637,218864066667;-2892,552197;-515,4237424;-369,886938466667;-1818,04260666667;-396,96202042
-454,090409066667;-375,885530733333;-631,74619222;-359,05769212;-41;-283,96202042;-249;-375,206959653333;-928,0956756;-519,242606366667;-634,909273033333;-1005,10927311333;-509,709273033333;-503,8237424;-923,35219732;-483,018864066667;-366,490409066667;-487,490409066667;-584,642606366667;-487,490409066667
-373,8237424;-312,431309193333;-399,069943806667;-280,434692266667;-41;-260,8237424;-276,064651773333;-303,533333333333;-928,0956756;-383,384914293333;-464,042606366667;-389,1759397;-638,28169432;-584,490409066667;-560,218864066667;-396,885530733333;-187,157075729333;-384,157075733333;-210,82677816;-298,698081813333
-389,075081986667;-442,8237424;-405,3759397;-411,042606366667;-41;-260,8237424;-412,799440726667;-400,333333333333;-1016,76234256;-456,333333333333;-423,042606366667;-930,407460793333;-538,218864066667;-521,8237424;-618,1521974;-131,770146493333;-44,1529979653333;-363,8237424;-57,8278385866667;-314
-393,5521974;-290,8237424;-805,17593976;-436,3759397;-112,333333333333;-411,138625413333;-595,042606366667;-170;-756,37131686;-380;-359,269943806667;-370;-459,27378022;-294,851079786667;-402,5521974;-41;-41;-170,357075729333;-41;-288,666666666667
-589,1521974;-710,600848446666;-915,17593978;-333,939126546667;-386;-230,88553072;-529,709273033334;-49;-566,476811633333;-171;-345,043772813333;-411,333333333333;-448,398833573333;-290,333333333333;-459,7521974;-41;-218,333333333333;-48,094245422;-104,333333333333;-137,8
-554,218864066667;-439,3759397;-602,557682873333;-407,8237424;-151,333333333333;-80,55219735;-335,3759397;-49;-453,5434783;-162,866666666667;-335;-291;-206,042606374667;-162,666666666667;-292,080585973333;-61,6666666666667;-163;-61,6666666666667;-251,666666666667;-61,6666666666667
-165,827838603333;-187,646442768;-199,666666666667;-688,372662500666;-41;-80,55219735;-295,941247466667;-49;-453,5434783;-49;-258;-280;-165,709273043333;-78,3333333333333;-170;-284,666666666667;-196;-196;-221,333333333333;-196
-41;-211,88553072;-41;-66,3333333333333;-41;-80,55219735;-186,466666666667;-129,666666666667;-193,544927546667;-49;-170;-87,1333333333334;-158,375939712;-159;-265,333333333333;-303,333333333333;-113,333333333333;-278;-113,333333333333;-164
-41;-211,88553072;-41;-231;-41;-112,954212273333;-56,3333333333333;-149;-193;-193;-170;-49;-88,168980082;-49;-214;-41;-41;-155;-41;-231
-91,6666666666667;-62,0347982333333;-41;-104,333333333333;-263;-178,333333333333;-200,333333333333;-162,666666666667;-162,666666666667;-199,333333333333;-170;-49;-51,364748474;-49;-89,3333333333333;-41;-117;-41;-41;-79
-344,666666666667;-154,666666666667;-281,333333333333;-154,666666666667;-335,333333333333;-162,666666666667;-184,666666666667;-49;-49;-49;-122,6;-90,3333333333333;-90,3333333333333;-90,3333333333333;-90,3333333333333;-41;-231;-41;-193;-41
-213,333333333333;-175,333333333333;-327,333333333333;-175,333333333333;-51,3333333333333;-49;-49;-49;-49;-49;-272,666666666667;-228,666666666667;-184,666666666667;-162,666666666667;-162,666666666667;-123,666666666667;-136,333333333333;-123,666666666667;-250,333333333333;-123,666666666667
-41;-79;-41;-41;-41;-49;-49;-78,3333333333333;-49;-49;-78,3333333333333;-122,333333333333;-159;-137;-93;-373,333333333333;-196;-259,333333333333;-196;-196
-41;-231;-41;-155;-41;-49;-49;-159;-144,333333333333;-100,333333333333;-49;-49;-56,3333333333333;-100,333333333333;-144,333333333333;-152,666666666667;-51,3333333333333;-241,333333333333;-51,3333333333333;-190,666666666667
-41;-91,6666666666667;-41;-205,666666666667;-79;-159;-115;-90,3333333333333;-134,333333333333;-178,333333333333;-49;-49;-49;-49;-49;-41;-41;-66,3333333333333;-41;-180,333333333333
-201;-61,6666666666667;-87;-61,6666666666667;-375,666666666667;-119,666666666667;-163,666666666667;-162,666666666667;-162,666666666667;-162,666666666667;-49;-49;-49;-49;-49;-41;-205,666666666667;-41;-91,6666666666667;-41
-335,333333333333;-196;-386;-196;-195;-162,666666666667;-162,666666666667;-49;-49;-49;-149;-105;-90,3333333333333;-90,3333333333333;-90,3333333333333;-41;-155;-41;-231;-41
-113,333333333333;-113,333333333333;-176,666666666667;-113,333333333333;-41;-49;-49;-49;-49;-49;-243,333333333333;-272,666666666667;-243,333333333333;-199,333333333333;-162,666666666667;-261,666666666667;-185,666666666667;-185,666666666667;-223,666666666667;-185,666666666667
-41;-167,666666666667;-41;-53,6666666666667;-41;-49;-49;-137;-93;-49;-49;-63,6666666666667;-107,666666666667;-151,666666666667;-151,666666666667;-334,333333333333;-144,333333333333;-296,333333333333;-144,333333333333;-182,333333333333
-41;-193;-41;-231;-41;-107,666666666667;-63,6666666666667;-100,333333333333;-144,333333333333;-159;-49;-49;-49;-49;-85,6666666666667;-53,6666666666667;-41;-167,666666666667;-41;-231
-79;-41;-41;-117;-219,333333333333;-129,666666666667;-159;-90,3333333333333;-90,3333333333333;-119,666666666667;-49;-49;-49;-49;-49;-41;-104,333333333333;-41;-41;-91,6666666666667
-313,666666666667;-123,666666666667;-237,666666666667;-123,666666666667;-348;-90,3333333333333;-105;-162,666666666667;-162,666666666667;-162,666666666667;-56,3333333333333;-49;-49;-49;-49;-41;-231;-41;-180,333333333333;-41
-246,666666666667;-196;-360,666666666667;-196;-82,3333333333333;-162,666666666667;-162,666666666667;-49;-49;-49;-200,333333333333;-163,666666666667;-119,666666666667;-90,3333333333333;-90,3333333333333;-92,6666666666667;-118;-92,6666666666667;-232;-92,6666666666667
-51,3333333333333;-76,6666666666667;-51,3333333333333;-51,3333333333333;-41;-49;-49;-85,6666666666667;-49;-49;-184,666666666667;-228,666666666667;-272,666666666667;-258;-214;-360,666666666667;-196;-246,666666666667;-196;-196
-41;-231;-41;-142,333333333333;-41;-56,3333333333333;-49;-151,666666666667;-151,666666666667;-107,666666666667;-49;-49;-49;-93;-137;-196,333333333333;-82,3333333333333;-272,333333333333;-82,3333333333333;-209
-59,6666666666667;-557,466666666667;-41;-327,666666666667;-66,3333333333333;-159;-122,333333333333;-49;-85,6666666666667;-129,666666666667;-49;-49;-49;-49;-49;-41;-41;-79;-41;-193
-231,666666666667;-147,666666666667;-80,3333333333333;-560,8;-344,666666666667;-71;-115;-90,3333333333333;-90,3333333333333;-90,3333333333333;-49;-49;-49;-49;-49;-41;-193;-41;-79;-41
-479;-308,333333333333;-461;-305,666666666667;-238,666666666667;-90,3333333333333;-90,3333333333333;-162,666666666667;-162,666666666667;-162,666666666667;-115;-71;-49;-49;-49;-41;-167,666666666667;-41;-231;-41
-344,333333333333;-344,333333333333;-921,4;-288,333333333333;-91,6666666666667;-162,666666666667;-162,666666666667;-49;-49;-49;-163,666666666667;-200,333333333333;-178,333333333333;-134,333333333333;-90,3333333333333;-218;-154,666666666667;-154,666666666667;-205,333333333333;-154,666666666667
-241;-355;-241;-219,2;-41;-49;-49;-144,333333333333;-105,666666666667;-56,3333333333333;-162,666666666667;-170;-214;-258;-272,666666666667;-365,333333333333;-175,333333333333;-314,666666666667;-175,333333333333;-200,666666666667
-246,2;-405,666666666667;-241;-522;-41;-115;-71;-93;-211,666666666667;-881,733333333333;-49;-49;-49;-49;-78,3333333333333;-66,3333333333333;-41;-207;-43,6666666666667;-255
-212,666666666667;-183,866666666667;-174,333333333333;-528,933333333333;-175,666666666667;-122,333333333333;-159;-67,6666666666667;-241;-2251,66666666667;-49;-49;-62,3333333333333;-49;-49;-41;-91,6666666666667;-41;-41;-104,333333333333
-295,666666666667;-105,666666666667;-194;-304,666666666667;-360,666666666667;-49;-56,3333333333333;-194,333333333333;-290,333333333333;-1884,73333333333;-87,6666666666667;-105;-99,6666666666667;-49;-1938,26666666667;-41;-231;-41;-167,666666666667;-41
-272,333333333333;-209;-373,333333333333;-401,933333333333;-113,333333333333;-90,3333333333333;-90,3333333333333;-341,333333333333;-362,666666666667;-311,666666666667;-240,733333333333;-239;-203;-49;-2367,66666666667;-61,6666666666667;-99,6666666666667;-61,6666666666667;-213,666666666667;-61,6666666666667
-95,3333333333333;-108;-82,3333333333333;-203,333333333333;-41;-162,666666666667;-162,666666666667;-293;-313,533333333333;-331,653333333333;-464,533333333333;-1183,2;-313;-193;-413;-348;-196;-234;-196;-196
-43,6;-232,733333333333;-41;-247,8;-78,3333333333333;-63,6666666666667;-49;-344,333333333333;-480;-328;-524,866666666667;-242,666666666667;-282,666666666667;-199,333333333333;-486;-240;-113,333333333333;-303,333333333333;-113,333333333333;-227,333333333333
-172,466666666667;-135,666666666667;-73,8666666666667;-321,666666666667;-93,6666666666667;-164,333333333333;-129,666666666667;-115,666666666667;-266;-195,066666666667;-182;-129;-169;-49;-248,733333333333;-41;-41;-91,6666666666667;-41;-205,666666666667
-362,666666666667;-488,8;-187,333333333333;-292,733333333333;-393,666666666667;-116,666666666667;-183,133333333333;-49;-170;-49;-182;-139,247243413333;-163,666666666667;-49;-179,4;-798,333333333333;-204,333333333333;-59,6666666666667;-75;-115,733333333333
-532,333333333333;-285,333333333333;-557,666666666667;-341,333333333333;-426,533333333333;-128,666666666667;-142;-90,3333333333333;-211,333333333333;-90,3333333333333;-168,4;-521,3672206;-83,6666666666667;-49;-78,3333333333333;-1894,33333333333;-247;-646,066666666667;-244;-255
-388,333333333333;-351,933333333333;-477;-375,333333333333;-798,557075626667;-263,333333333333;-183,333333333333;-162,666666666667;-186,866666666667;-162,666666666667;-115;-575,3672206;-144,333333333333;-100,333333333333;-56,3333333333333;-294,333333333333;-203,666666666667;-182,333333333333;-200;-337,666666666667
-270,827838613333;-1648,13333333333;-247,933333333333;-209;-265,8237424;-366,2745808;-258,333333333333;-151,666666666667;-107,666666666667;-63,6666666666667;-90,3333333333333;-506,700553933333;-134,333333333333;-178,333333333333;-200,333333333333;-1082,4;-220;-368;-204,666666666667;-422,666666666667
-74,2855306833333;-2730,33333333333;-41;-218,333333333333;-260,490409066667;-340,2237424;-778,776498933333;-85,6666666666667;-129,666666666667;-159;-162,666666666667;-574,304390346667;-162,666666666667;-162,666666666667;-184,666666666667;-813,133333333333;-55,6666666666667;-243,333333333333;-800,133333333333;-428,666666666667
-85,21886402;-2551,26666666667;-41;-142,333333333333;-327,157075733333;-359,16898006;-2471,15707533333;-78,3333333333333;-2123,39319733333;-63,6666666666667;-49;-453,5434783;-49;-49;-49;-2764;-92;-183;-1301,13333333333;-286,666666666667
-283,218864066667;-2560,66666666667;-150,333333333333;-61,6666666666667;-547,8237424;-265,3759397;-3595,823742;-145;-2576,412245;-69,3333333333333;-71;-453,5434783;-49;-49;-49;-2760,53333333333;-244;-170;-1117,06666666667;-145
-303,5521974;-1695,4;-386;-196;-858,757075626667;-257,3759397;-4662,223742;-170,333333333333;-3620,012245;-183,333333333333;-193,666666666667;-541,5434783;-93;-49;-73;-3508,53333333333;-104,666666666667;-162;-218,666666666667;-96,6666666666667
-134,36813159;-113,333333333333;-113,333333333333;-113,333333333333;-217,157075733333;-261,979776113333;-315,157075733333;-305,266666666667;-1545,17142866667;-306,702159573333;-378,75652176;-504,876811633333;-544,133333333333;-159;-155;-4944;-192,6;-332;-198,666666666667;-306,333333333333
-41;-231;-41;-117;-1463,15707533333;-357,88960842;-367,5491616;-238,133333333333;-2699,33333333333;-301,8237424;-614,876811633333;-935,34347824;-90,3333333333333;-119,666666666667;-195,666666666667;-1162,06666666667;-144,333333333333;-455,333333333333;-149,533333333333;-896,4
-41;-129,666666666667;-41;-231;-1433,823742;-343,260555553333;-350;-253,333333333333;-1362,73333333333;-2174,75707541333;-2212,76660739333;-284,666666666667;-162,666666666667;-162,666666666667;-162,666666666667;-387,533333333333;-41;-178,64;-49,6666666666667;-2309,33333333333
-142,333333333333;-41;-41;-53,6666666666667;-499,654916133333;-204,757075733333;-313,333333333333;-281,013919306667;-1808,33333333333;-500,690409013333;-3823,22238966667;-704,066666666667;-54,3333333333333;-55,9333333333333;-102,93913044;-254,266666666667;-167,666666666667;-75,6666666666667;-66,6666666666667;-411,666666666667
-301;-123,666666666667;-301;-123,666666666667;-417,666666666667;-118,628687102667;-248,066666666667;-410,885530733333;-1488,46666666667;-172,941247466667;-3075,48905633333;-207,666666666667;-49;-150,32;-453,5434783;-387,533333333333;-193;-73;-244;-550,317746453333
-196;-196;-297,333333333333;-196;-202,333333333333;-132,309273043333;-209;-438,885530733333;-250,333333333333;-222,466666666667;-2496,56894641333;-394,666666666667;-208,266666666667;-561,133333333333;-468,210144966667;-214,133333333333;-107,391025446667;-173,266666666667;-1225,4;-135,690409052667
-51,3333333333333;-140;-51,3333333333333;-51,3333333333333;-161;-220,40327714;-256,63932928;-637,218864066667;-788,466666666667;-741,6;-578,0956756;-292;-269,066666666667;-280,8;-563,5434783;-479;-627,35219732;-414;-1951,36117178667;-220,8237424
-41;-231;-41;-205,666666666667;-161;-367,885530733333;-469,930409066667;-334,7521974;-282,333333333333;-454;-941,562342373334;-235,733333333333;-346,333333333333;-346,333333333333;-2777,94347802;-226;-113,885530696667;-362,8237424;-113,885530696667;-824,157075626667
-41;-41;-41;-155;-649,466666666667;-232,218864066667;-489,650409066667;-2760,92435865333;-246,333333333333;-322;-1933,52325453333;-324,333333333333;-1408,93333333333;-406,533333333333;-1724,81014476667;-141,09424544;-162,418864043333;-156,8237424;-78,6188640166667;-135,18441312
-231;-41;-117;-41;-464,666666666667;-798;-433,890409066667;-627,133333333333;-611,466666666667;-304;-1405,18608466667;-267,8;-2421,8;-1262,86666666667;-2234,61014466667;-132,8237424;-383,5521974;-74,4904090406667;-186,88553071;-41
-274,333333333333;-185,666666666667;-375,666666666667;-185,666666666667;-295,333333333333;-2393,53333333333;-476,035492906667;-287,286331306667;-113;-318,049064846667;-890,122300853333;-297,885530733333;-1159,46666666667;-1846,93333333333;-1719,6117064;-229,810409066667;-235,850732466667;-55,4904090366667;-262,88553073;-41
-144,333333333333;-144,333333333333;-157;-144,333333333333;-253,490409066667;-184,333333333333;-465;-993,34810122;-105;-302,509273033333;-416,162872826667;-504,941312986667;-269,080585973333;-172;-691,252751333333;-351,490409066667;-275,666666666667;-213,337411085333;-190,804944746667;-167,666666666667
-41;-218,333333333333;-41;-104,333333333333;-293,8237424;-344,80494476;-463,666666666667;-2567,70927333333;-302,36882624;-406,709273033333;-748,3672206;-1405,364442;-209,5521974;-1508,91390980933;-683,919418;-404,777954653333;-354,138278093333;-805,133333333333;-192,984413116;-294,084663706667
-41;-142,333333333333;-41;-231;-320,490409066667;-546,218864066667;-517,981791026667;-941,642606446666;-192,297368706667;-351,709273033333;-808,484725733333;-1373,49777533333;-316,085530733333;-2226,75707533333;-446,490432466667;-166,21119124;-150,01886404;-135,851079772667;-52,82374237;-343,842606366667
-129,666666666667;-41;-41;-66,3333333333333;-531,8237424;-346,5521974;-257,3759397;-452,442606366667;-765,842606446666;-309,3759397;-901,24563778;-1456,23110866667;-437,218864066667;-987,5570756;-449,042606366667;-152,5521974;-199,55219738;-80,168980082;-133,490409056667;-218,3759397
-282,666666666667;-92,6666666666667;-257,333333333333;-92,6666666666667;-723,490409013333;-244,285530733333;-204,442606366667;-261,40327714;-226,3759397;-175,256477793333;-1393,30055404;-1316,43118107333;-792,085530626667;-1127,72442249333;-239,04644278;-152,5521974;-250,21886406;-84,37593973;-365,557075733333;-247,909273033333
-196;-196;-310;-196;-1289,6510796;-181,885530733333;-196,3759397;-206,05769212;-226,3759397;-180,666666666667;-1700,64613266667;-796,810144966667;-312,5521974;-1734,70265366667;-254,628687086667;-199,418864066667;-106,218864023333;-2270,84260663067;-296,157075733333;-304,466107393333
-82,3333333333333;-158,333333333333;-82,3333333333333;-82,3333333333333;-1001;-185,827838613333;-196,3759397;-388,8;-337,88960842;-276,554212293333;-1595,979466;-588,5434783;-200,333333333333;-1495,94557833333;-292,8237424;-505,030007413333;-210,606959653333;-2839,70927333333;-335,517746453333;-524,552197373333
-41;-231;-41;-193;-201;-351,354212293333;-879,585344726667;-1991,83681313333;-349,709273033333;-471,1521974;-1591,2499688;-578,1434783;-264,814966;-1425,212245;-267,49040904;-281,490409066667;-113,333333333333;-2809,3862344;-247,333333333333;-2403,96117173333
